id,province, city, name, score, comment_number, good_comment, month_sales, avg_price, customePrice, category, delivery_time, min_price,shipping_fee, lat, lng, hours, pushNum, receiveNum, position, platform, tagType, battleGroup, complainNum
3196543,福建省,厦门市,26,4.4,209,103,月售200+,人均 ?14,117.72255054012402,甜点饮品,56分钟,起送 ?35,配送 ?6,24.519161,118.118397,09:55-22:30,93,67,商圈6,美团,众包平台,战团5,209
10019996,江苏省,苏州市,27,0.0,2,0,月售1,nan,87.85770693468147,甜点饮品,49分钟,起送 ?15,配送 ?1,31.366936,120.937633,10:30-22:00,112,85,商圈7,糯米,专送KA,战团3,2
6871803,广西壮族自治区,南宁市,28,0.0,36,8,月售300+,nan,113.72966440379024,送药上门,35分钟,起送 ?20,免配送费,22.939429,108.324381,08:00-22:15,96,77,商圈2,糯米,众包,战团2,36
8128073,江西省,南昌市,29,0.0,14,8,月售39,nan,,超市便利,60分钟,起送 ?39,配送 ?5,28.597294,116.018716,09:00-21:00,100,80,商圈1,美团,众包平台,战团4,14
5296993,广西壮族自治区,崇左市,30,4.8,691,462,月售340,人均 ?13,124.00631671304349,快餐,30分钟,起送 ?10,配送 ?3,22.128915,107.071063,09:00-23:00,102,88,商圈5,美团,众包平台,战团3,691
3158752,江西省,宜春市,31,0.0,317,83,月售153,nan,84.77801575196293,快餐,35分钟,起送 ?10,配送 ?4,28.29246,115.746779,"10:30-13:30,16:30-20:30",105,78,商圈4,美团,众包平台,战团4,317
8649606,陕西省,延安市,32,0.0,1,0,月售1,nan,112.8076919891231,小吃夜宵,30分钟,起送 ?5,免配送费,36.599807,109.495758,10:30-21:00,97,60,商圈6,饿了吗,众包,战团3,1
7106835,浙江省,宁波市,33,4.5,147,66,月售484,人均 ?31,87.6245290031781,小吃夜宵,55分钟,起送 ?20,配送 ?10,30.160072,121.314001,"00:00-01:46,17:30-23:59",110,81,商圈1,饿了吗,众包平台,战团1,147
7180818,江苏省,南京市,34,4.6,654,525,月售1213,人均 ?23,88.45596691558961,快餐,40分钟,起送 ?20,配送 ?1.5,32.12511,118.837394,"00:00-02:00,10:00-23:59",84,65,商圈3,饿了吗,骑手特快,战团3,654
2486659,江苏省,常州市,35,5.0,113,92,月售53,人均 ?27,106.414736504662,快餐,30分钟,起送 ?20,免配送费,31.767388,119.941602,"09:50-13:30,16:00-20:45",98,75,商圈3,饿了吗,众包,战团1,113
6056714,四川省,巴中市,36,4.7,2423,625,月售327,人均 ?24,80.89184787304146,快餐,78分钟,起送 ?10,夜间配送 ?4,31.575311,107.086105,"00:01-02:59,09:00-23:59",99,69,商圈2,饿了吗,众包平台,战团5,2423
2035552,河北省,唐山市,37,4.9,150,55,nan,nan,75.0145762023429,超市便利,约30分钟,起送 ?15,配送?15.5,39.732035,118.10387,07:00-23:00,93,57,商圈2,美团,极速达,战团5,150
8265961,江苏省,南京市,38,0.0,0,0,月售3,人均 ?58,78.43474312307931,快餐,45分钟,起送 ?20,夜间配送 ?6,32.251633,118.640486,10:30-23:59,92,87,商圈2,糯米,专送KA,战团5,0
1708674,浙江省,宁波市,39,4.5,1370,1262,月售2096,人均 ?19,102.31042262819543,特色菜系,30分钟,起送 ?20,免配送费,29.759695,121.902708,08:20-23:59,86,77,商圈4,美团,骑手特快,战团1,1370
6104156,安徽省,合肥市,40,0.0,20,19,月售200+,人均 ?47,105.28702608366497,甜点饮品,65分钟,起送 ?0,配送 ?3,31.674731,117.195536,08:00-19:00,96,61,商圈4,饿了吗,极速达,战团1,20
7481500,江苏省,苏州市,41,0.0,61,59,月售2,人均 ?39,59.17424620542995,甜点饮品,43分钟,起送 ?20,配送 ?4,31.56396,120.837806,09:30-21:10,109,72,商圈5,糯米,众包平台,战团3,61
7613386,黑龙江省,哈尔滨市,42,3.8,175,114,月售194,nan,81.27333573066583,快餐,50分钟,起送 ?15,配送 ?4,45.845872,128.831279,10:00-23:59,99,60,商圈4,美团,极速达,战团3,175
5079017,江西省,吉安市,43,4.5,45,23,月售70,nan,64.25228712339415,超市便利,50分钟,起送 ?10,配送 ?3,26.792531,114.888483,07:30-21:00,90,83,商圈3,糯米,众包平台,战团5,45
6011466,安徽省,合肥市,44,0.0,32,15,月售200+,nan,81.23970538514054,超市便利,30分钟,起送 ?25,配送 ?5.5,31.87103,117.323779,10:00-20:00,100,71,商圈4,饿了吗,众包平台,战团5,32
9371799,广东省,东莞市,45,0.0,7,2,月售1,人均 ?36,79.11672493348166,甜点饮品,44分钟,起送 ?20,配送 ?4,22.933029,113.554799,08:00-22:30,102,69,商圈1,饿了吗,专送KA,战团2,7
8283113,江西省,赣州市,46,0.0,5,4,月售5,nan,50.72396849559869,浪漫鲜花,1.5小时,起送 ?0,免配送费,25.960573,115.433535,00:00-23:59,85,68,商圈4,饿了吗,骑手特快,战团2,5
9862421,黑龙江省,哈尔滨市,47,0.0,4,2,月售1,人均 ?15,82.20920897924059,甜点饮品,37分钟,起送 ?15,配送 ?5,45.91907,126.508006,09:30-22:00,119,78,商圈3,美团,极速达,战团1,4
2230032,江苏省,苏州市,48,4.7,254,233,月售963,人均 ?23,102.02182076864689,快餐,35分钟,起送 ?20,配送 ?2.5,31.537706,120.680701,10:00-22:00,98,63,商圈4,饿了吗,极速达,战团1,254
6057383,江苏省,盐城市,49,0.0,26,21,月售0,nan,80.0340667711813,浪漫鲜花,5.5小时,起送 ?0,免配送费,32.645386,120.858684,"00:00-01:00,06:00-23:59",105,62,商圈6,饿了吗,众包,战团1,26
6726382,湖北省,孝感市,50,5.0,27,4,月售49,人均 ?31,103.91979791535319,快餐,30分钟,起送 ?15,配送 ?4,30.65666,113.824223,08:00-21:40,84,74,商圈1,饿了吗,众包平台,战团1,27
3040469,江苏省,常州市,51,4.8,174,109,月售111,人均 ?22,105.64602667462204,小吃夜宵,30分钟,起送 ?20,配送 ?2,31.942961,119.994394,07:00-22:30,90,71,商圈4,饿了吗,骑手特快,战团2,174
3127229,广西壮族自治区,南宁市,52,4.8,4014,280,月售1503,人均 ?10,64.47678315146595,快餐,35分钟,起送 ?10,免配送费,23.199758,109.130523,"00:00-02:00,08:00-23:59",98,84,商圈2,饿了吗,专送KA,战团2,4014
9309579,山东省,菏泽市,53,0.0,44,21,月售17,nan,98.40924311825886,甜点饮品,72分钟,起送 ?15,配送 ?1,35.573284,115.537789,09:00-22:00,94,72,商圈2,饿了吗,极速达,战团2,44
9663504,湖南省,岳阳市,54,0.0,49,11,月售2,人均 ?11,115.15278331519922,甜点饮品,50分钟,起送 ?10,配送 ?4,28.859031,112.896854,10:00-21:00,102,64,商圈7,饿了吗,极速达,战团2,49
9528763,江苏省,苏州市,55,0.0,0,0,月售0,nan,97.7941835858962,生鲜果蔬,40分钟,起送 ?20,配送 ?5.5,31.598933,120.620119,07:00-19:00,115,81,商圈4,美团,众包平台,战团2,0
8059834,安徽省,合肥市,56,3.9,399,196,月售195,人均 ?31,,快餐,32分钟,起送 ?25,配送 ?4,31.86532,117.28967,"00:00-03:00,11:00-23:59",113,56,商圈8,美团,骑手特快,战团3,399
5317686,宁夏回族自治区,吴忠市,57,4.4,3971,3352,月售4598,人均 ?10,97.78484856773999,快餐,30分钟,起送 ?14.9,免配送费,37.779175,107.389436,08:00-22:30,94,76,商圈6,美团,众包平台,战团1,3971
3555235,安徽省,宿州市,58,4.6,228,166,月售93,nan,70.41198777670115,快餐,30分钟,起送 ?10,配送 ?4,33.545762,117.543237,06:00-22:00,97,67,商圈4,饿了吗,极速达,战团1,228
6533359,浙江省,绍兴市,59,0.0,135,109,月售0,nan,,生鲜果蔬,42分钟,起送 ?20,免配送费,30.006938,120.646954,09:00-17:20,103,72,商圈1,糯米,众包平台,战团4,135
9798874,江西省,吉安市,60,0.0,5,5,月售38,nan,124.87289702429952,快餐,30分钟,起送 ?20,配送 ?4,27.101779,115.003538,07:00-21:20,102,74,商圈4,饿了吗,极速达,战团2,5
8232916,浙江省,绍兴市,61,4.6,1016,773,月售2127,人均 ?17,77.09455476684076,快餐,30分钟,起送 ?15,免配送费,30.065894,120.491808,"00:00-01:59,09:30-23:59",98,69,商圈6,美团,众包平台,战团4,1016
9526575,安徽省,合肥市,62,4.3,803,529,月售1077,人均 ?14,124.28816443069543,特色菜系,30分钟,起送 ?15,免配送费,31.875694,117.330978,"06:00-13:00,16:00-20:00",111,68,商圈1,美团,众包,战团2,803
486590,江苏省,盐城市,63,4.7,7266,5686,月售482,人均 ?23,81.24066646665862,快餐,40分钟,起送 ?25,高峰配送 ?7.5,33.775214,120.257186,10:30-21:00,77,71,商圈5,饿了吗,骑手特快,战团4,7266
10169928,湖北省,荆门市,64,0.0,0,0,月售2,nan,76.30766705635241,浪漫鲜花,2小时,起送 ?0,免配送费,30.941212,113.199627,07:45-22:00,93,79,商圈4,饿了吗,骑手特快,战团2,0
9911536,浙江省,宁波市,65,4.0,8,4,月售28,nan,72.38015854303177,网红小吃,40分钟,起送 ?20,配送 ?4.5,30.289105,121.269509,11:00-22:00,113,72,商圈3,饿了吗,骑手特快,战团5,8
9984242,陕西省,咸阳市,66,4.4,66,12,月售616,人均 ?17,111.24505920868394,快餐,50分钟,起送 ?15,免配送费,34.31963,108.722662,10:00-23:59,84,69,商圈3,饿了吗,骑手特快,战团1,66
1686584,河北省,邢台市,67,4.6,1236,612,月售300+,人均 ?20,76.97096209175888,小吃夜宵,53分钟,起送 ?20,夜间配送 ?7,36.736661,115.622388,08:00-21:00,80,76,商圈3,饿了吗,专送KA,战团2,1236
3479404,四川省,巴中市,68,0.0,22,21,月售65,nan,86.63313374024825,小吃夜宵,33分钟,起送 ?20,配送 ?5,31.84943,106.75833,"00:00-01:59,11:00-13:59,16:30-23:59",93,72,商圈8,饿了吗,众包平台,战团2,22
9222515,浙江省,绍兴市,69,0.0,2,1,月售1,nan,91.03254934552292,超市便利,50分钟,起送 ?20,配送 ?0.5,29.581455,120.81597,12:00-22:00,99,71,商圈2,糯米,专送KA,战团2,2
5374988,江苏省,南通市,70,4.9,129,100,月售57,人均 ?233,78.82840678035592,甜蜜蛋糕,70分钟,起送 ?398,免配送费,31.913968,121.039048,08:00-20:00,111,85,商圈4,美团,专送,战团2,129
8879014,福建省,厦门市,71,4.6,104,50,月售714,人均 ?16,99.06992222869172,小吃夜宵,30分钟,起送 ?15,免配送费,24.479379,118.124206,"00:00-01:00,01:01-23:59",94,68,商圈2,美团,众包,战团5,104
9940776,浙江省,宁波市,72,0.0,0,0,月售0,nan,95.3915397023763,特色菜系,47分钟,起送 ?200,免配送费,29.770891,121.429665,08:00-23:59,89,49,商圈3,美团,专送KA,战团1,0
6821646,浙江省,宁波市,73,0.0,16,8,月售1,nan,115.10725212598756,网红小吃,50分钟,起送 ?20,夜间配送 ?9.5,29.65649,121.188912,06:30-13:00,117,65,商圈2,美团,专送KA,战团3,16
6199822,广东省,广州市,74,4.5,187,58,月售1832,人均 ?16,113.95763344665832,网红小吃,38分钟,起送 ?15,免配送费,22.703199,113.546994,10:30-23:59,104,81,商圈4,美团,众包平台,战团2,187
3616765,福建省,福州市,75,4.6,442,266,月售1264,人均 ?43,90.04397802693097,小吃夜宵,30分钟,起送 ?0,配送 ?5,25.993018,119.458085,00:00-23:59,106,63,商圈3,美团,众包,战团1,442
8713969,新疆维吾尔自治区,巴音郭楞蒙古自治州,76,4.9,2416,447,月售1868,人均 ?19,99.13175702710251,甜点饮品,62分钟,起送 ?20,配送 ?2,41.752703,86.164853,11:00-23:59,109,60,商圈2,美团,众包平台,战团2,2416
8397289,河北省,石家庄市,77,0.0,11,5,月售77,nan,99.58501205656361,送药上门,35分钟,起送 ?20,配送 ?4.5,37.97687,114.502182,07:30-21:50,110,68,商圈4,饿了吗,专送,战团3,11
6017129,江西省,南昌市,78,4.6,609,76,月售1197,人均 ?26,108.53982227419272,网红小吃,30分钟,起送 ?15,免配送费,28.663397,115.845566,09:45-20:50,101,79,商圈4,饿了吗,众包平台,战团1,609
3492847,湖北省,孝感市,79,0.0,2,2,月售1,人均 ?68,106.82069242557077,甜点饮品,50分钟,起送 ?10,配送 ?5,30.996792,113.480408,09:00-20:00,95,76,商圈3,糯米,极速达,战团2,2
886464,河北省,石家庄市,80,0.0,794,253,月售100+,人均 ?40,94.19355833993934,特色菜系,52分钟,起送 ?20,夜间配送 ?6,38.049897,114.575301,"00:00-01:00,17:00-23:58",101,67,商圈5,饿了吗,专送,战团3,794
406791,安徽省,合肥市,81,0.0,142,66,nan,nan,76.79949507124743,网红小吃,约44分钟,起送 ?0,配送?0,31.797677,117.335515,09:00-21:00,100,62,商圈4,饿了吗,众包平台,战团3,142
"['id', 'province', 'city', 'name', 'score', 'comment_number', 'good_comment', 'month_sales', 'avg_price', 'customePrice', 'category', 'delivery_time', 'min_price', 'shipping_fee', 'lat', 'lng', 'hours', 'pushNum', 'receiveNum', 'position', 'platform', 'tagType', 'battleGroup', 'complainNum']"
6322931,湖北省,十堰市,0,4.4,416,130,月售218,人均 ?28,118.71696137457292,快餐,52分钟,起送 ?20,配送 ?3,32.228175,110.225616,"00:00-02:00,09:00-23:59",111,74,商圈4,糯米,专送,战团4,416
3076543,广西壮族自治区,南宁市,1,4.8,146,52,月售154,人均 ?54,105.94706104537929,特色菜系,30分钟,起送 ?20,配送 ?3,22.814609,108.313972,11:00-21:30,101,77,商圈7,美团,专送,战团2,146
8493201,广东省,东莞市,2,0.0,6,5,月售1,nan,75.04986733474313,超市便利,45分钟,起送 ?20,配送 ?6,23.152139,113.689157,10:00-21:45,93,61,商圈4,美团,极速达,战团2,6
6512625,甘肃省,定西市,3,4.7,1987,1582,月售5271,人均 ?28,,特色菜系,30分钟,起送 ?20,配送 ?2,35.582796,104.617487,07:00-22:30,95,90,商圈8,美团,专送,战团1,1987
8243187,江苏省,宿迁市,4,0.0,19,6,月售100+,nan,88.345125185668,生鲜果蔬,40分钟,起送 ?20,免配送费,34.027109,118.253474,07:00-19:10,95,64,商圈4,饿了吗,众包平台,战团3,19
7995713,甘肃省,定西市,5,0.0,20,20,月售32,nan,83.66890685929701,特色菜系,30分钟,起送 ?10,配送 ?4,35.13288,104.212697,07:00-23:59,112,62,商圈4,饿了吗,骑手特快,战团1,20
8282106,天津市,天津市,6,4.9,225,65,月售2021,人均 ?20,76.78781401127534,快餐,30分钟,起送 ?15,免配送费,38.989377,117.38991,08:00-23:59,99,60,商圈2,美团,众包平台,战团2,225
2487416,江苏省,苏州市,7,4.7,693,580,月售100+,人均 ?66,87.1797060867853,快餐,50分钟,起送 ?50,配送 ?5,31.373326,120.60855,09:00-23:59,93,59,商圈3,饿了吗,众包平台,战团3,693
"['id', 'province', 'city', 'name', 'score', 'comment_number', 'good_comment', 'month_sales', 'avg_price', 'customePrice', 'category', 'delivery_time', 'min_price', 'shipping_fee', 'lat', 'lng', 'hours', 'pushNum', 'receiveNum', 'position', 'platform', 'tagType', 'battleGroup', 'complainNum']"
6322931,湖北省,十堰市,0,4.4,416,146,月售218,人均 ?28,122.09403658517783,特色菜系,52分钟,起送 ?20,配送 ?3,32.228175,110.225616,"00:00-02:00,09:00-23:59",111,67,商圈2,饿了吗,极速达,战团2,416
3076543,广西壮族自治区,南宁市,1,4.8,146,64,月售154,人均 ?54,114.1497242814747,网红小吃,30分钟,起送 ?20,配送 ?3,22.814609,108.313972,11:00-21:30,99,83,商圈4,饿了吗,专送KA,战团2,146
8493201,广东省,东莞市,2,0.0,6,6,月售1,nan,96.1204985152849,超市便利,45分钟,起送 ?20,配送 ?6,23.152139,113.689157,10:00-21:45,120,56,商圈8,美团,众包,战团1,6
6512625,甘肃省,定西市,3,4.7,1987,1238,月售5271,人均 ?28,87.19652159793871,小吃夜宵,30分钟,起送 ?20,配送 ?2,35.582796,104.617487,07:00-22:30,108,60,商圈7,糯米,骑手特快,战团3,1987
8243187,江苏省,宿迁市,4,0.0,19,10,月售100+,nan,89.77274065532305,生鲜果蔬,40分钟,起送 ?20,免配送费,34.027109,118.253474,07:00-19:10,99,68,商圈3,饿了吗,骑手特快,战团1,19
7995713,甘肃省,定西市,5,0.0,20,9,月售32,nan,87.0014744197113,快餐,30分钟,起送 ?10,配送 ?4,35.13288,104.212697,07:00-23:59,81,78,商圈3,饿了吗,专送KA,战团3,20
8282106,天津市,天津市,6,4.9,225,216,月售2021,人均 ?20,126.49809909268767,快餐,30分钟,起送 ?15,免配送费,38.989377,117.38991,08:00-23:59,98,71,商圈7,美团,众包,战团5,225
2487416,江苏省,苏州市,7,4.7,693,551,月售100+,人均 ?66,112.1296273983958,网红小吃,50分钟,起送 ?50,配送 ?5,31.373326,120.60855,09:00-23:59,101,47,商圈8,美团,众包平台,战团1,693
6133081,安徽省,宣城市,8,0.0,220,199,月售46,nan,105.43066618295198,快餐,30分钟,起送 ?6,配送 ?4,30.936241,118.738465,10:45-21:15,87,66,商圈6,饿了吗,众包平台,战团2,220
4065370,河北省,石家庄市,9,0.0,17,12,月售100+,nan,78.9811478103241,送药上门,68分钟,起送 ?15,高峰配送 ?6,38.103462,114.454538,09:00-18:30,88,61,商圈3,美团,骑手特快,战团1,17
7290650,上海市,上海市,10,0.0,112,86,月售200+,人均 ?49,45.253648926902,快餐,32分钟,起送 ?20,夜间配送 ?7.5,31.898365,121.191459,"00:00-01:59,16:10-23:59",97,58,商圈7,饿了吗,众包平台,战团3,112
7737111,江苏省,盐城市,11,0.0,3,0,月售0,nan,91.4460566227412,超市便利,64分钟,起送 ?20,免配送费,33.515936,119.888045,07:00-23:00,99,71,商圈4,饿了吗,专送KA,战团3,3
9684222,山东省,菏泽市,12,0.0,5,5,月售15,nan,105.81899090969192,生鲜果蔬,34分钟,起送 ?15,配送 ?4,35.518051,115.560342,08:00-20:30,92,64,商圈3,饿了吗,众包平台,战团2,5
4636541,浙江省,台州市,13,0.0,9,8,月售1,nan,98.8160984740345,快餐,45分钟,起送 ?45,配送 ?3,28.67979,121.43856,16:10-23:59,116,81,商圈2,美团,骑手特快,战团5,9
1110099,江西省,南昌市,14,0.0,39,5,月售87,人均 ?53,81.38692212320287,甜点饮品,30分钟,起送 ?20,免配送费,28.679993,115.899321,08:00-20:00,94,62,商圈3,饿了吗,极速达,战团2,39
788571,江苏省,常州市,15,4.9,1216,316,月售1544,人均 ?73,86.33049695465857,甜蜜蛋糕,60分钟,起送 ?0,免配送费,31.760784,119.971325,06:00-23:59,87,59,商圈4,美团,众包平台,战团2,1216
9736601,四川省,广安市,16,4.6,22,3,月售848,人均 ?12,50.08958838220672,甜点饮品,30分钟,起送 ?20,免配送费,30.45434,106.631565,07:20-22:10,90,61,商圈2,饿了吗,骑手特快,战团1,22
5623738,湖北省,十堰市,17,0.0,3,3,月售5,nan,72.07577342034647,特色菜系,44分钟,起送 ?15,配送 ?4,32.315902,109.709541,"09:00-14:30,16:00-20:40",95,75,商圈6,美团,骑手特快,战团1,3
5777589,广西壮族自治区,南宁市,18,0.0,54,17,月售29,nan,83.20872224245228,快餐,30分钟,起送 ?10,配送 ?3,23.173789,107.691627,08:00-19:00,86,74,商圈3,饿了吗,专送,战团1,54
8341219,江苏省,南京市,19,4.7,9,6,月售341,人均 ?27,107.00480611010462,快餐,40分钟,起送 ?20,免配送费,32.326935,118.930501,"09:00-13:30,15:40-21:00",106,47,商圈2,美团,众包平台,战团1,9
8417885,江苏省,盐城市,20,4.6,392,334,月售431,人均 ?15,108.6256981928792,小吃夜宵,44分钟,起送 ?20,配送 ?3,33.76999,120.26509,06:00-20:30,92,81,商圈4,饿了吗,众包平台,战团2,392
1431253,河北省,石家庄市,21,4.8,3841,2441,月售2000+,人均 ?15,119.96228481682671,网红小吃,40分钟,起送 ?15,配送 ?0.5,37.76185,114.776396,07:00-21:45,91,53,商圈2,糯米,众包平台,战团3,3841
9539650,浙江省,宁波市,22,4.4,63,63,月售99,人均 ?21,,快餐,30分钟,起送 ?20,夜间配送 ?4.5,29.758052,121.456682,10:30-23:59,113,61,商圈4,糯米,众包平台,战团2,63
2008241,江西省,南昌市,23,4.6,1180,307,月售1000+,人均 ?17,71.38483141536658,特色菜系,42分钟,起送 ?20,配送 ?1.5,28.690419,115.876804,09:00-23:59,101,88,商圈3,饿了吗,专送KA,战团1,1180
7446599,江西省,南昌市,24,4.8,38,28,月售1000+,人均 ?21,,特色菜系,51分钟,起送 ?20,免配送费,28.700795,115.859297,"11:30-14:00,17:30-21:00",92,77,商圈1,饿了吗,众包平台,战团2,38
1543011,江苏省,宿迁市,25,4.5,496,422,月售811,人均 ?19,60.04290497193679,快餐,30分钟,起送 ?15,免配送费,33.706336,118.680007,"00:00-01:10,09:00-23:59",93,84,商圈5,饿了吗,骑手特快,战团3,496
3196543,福建省,厦门市,26,4.4,209,62,月售200+,人均 ?14,37.13400270195485,甜点饮品,56分钟,起送 ?35,配送 ?6,24.519161,118.118397,09:55-22:30,82,75,商圈1,美团,众包平台,战团3,209
10019996,江苏省,苏州市,27,0.0,2,1,月售1,nan,81.97659038766187,甜点饮品,49分钟,起送 ?15,配送 ?1,31.366936,120.937633,10:30-22:00,112,60,商圈4,美团,专送KA,战团2,2
6871803,广西壮族自治区,南宁市,28,0.0,36,3,月售300+,nan,97.78283326316468,送药上门,35分钟,起送 ?20,免配送费,22.939429,108.324381,08:00-22:15,101,73,商圈3,糯米,众包平台,战团1,36
8128073,江西省,南昌市,29,0.0,14,4,月售39,nan,121.346487315491,超市便利,60分钟,起送 ?39,配送 ?5,28.597294,116.018716,09:00-21:00,98,61,商圈4,美团,专送,战团2,14
5296993,广西壮族自治区,崇左市,30,4.8,691,617,月售340,人均 ?13,125.49994822207432,快餐,30分钟,起送 ?10,配送 ?3,22.128915,107.071063,09:00-23:00,105,79,商圈5,饿了吗,众包,战团2,691
3158752,江西省,宜春市,31,0.0,317,120,月售153,nan,84.53770507704094,网红小吃,35分钟,起送 ?10,配送 ?4,28.29246,115.746779,"10:30-13:30,16:30-20:30",94,77,商圈2,饿了吗,骑手特快,战团1,317
